ID;LMS;Sex Count
998;<5. 10. 3>;3
999;<7. 4. 5>;0
1000;<9. 1. 8>;1
1001;<3. 4. 6>;2
1002;<2. 4. 3>;0
1003;<5. 5. 2>;0
1004;<7. 9. 6>;1
1005;<4. 2. 9>;0
1006;<7. 8. 10>;2
1007;<1. 3. 6>;0
1008;<6. 6. 10>;0
1009;<5. 10. 2>;4
1010;<2. 4. 9>;1
1011;<8. 3. 1>;0
1012;<7. 1. 1>;0
1013;<7. 10. 2>;1
1014;<8. 9. 7>;1
1015;<9. 7. 2>;1
1016;<4. 9. 9>;0
1017;<10. 1. 2>;0
1018;<5. 8. 5>;0
1019;<5. 4. 2>;0
1020;<4. 10. 4>;0
1021;<1. 4. 3>;0
1022;<8. 6. 1>;1
1023;<10. 7. 4>;3
1024;<5. 7. 9>;2
1025;<1. 8. 10>;0
1026;<4. 2. 3>;0
1027;<9. 1. 4>;1
1028;<3. 10. 2>;0
1029;<7. 5. 6>;1
1030;<8. 2. 7>;1
1031;<6. 2. 9>;1
1032;<7. 5. 1>;0
1033;<8. 9. 6>;2
1034;<7. 7. 3>;0
1035;<9. 7. 5>;3
1036;<9. 3. 9>;0
1037;<1. 6. 1>;0
1038;<4. 2. 6>;1
1039;<6. 6. 4>;2
1040;<8. 6. 3>;1
1041;<6. 8. 4>;1
1042;<1. 3. 7>;0
1043;<6. 9. 10>;2
1044;<7. 6. 2>;0
1045;<10. 8. 9>;4
1046;<5. 2. 8>;0
1047;<4. 7. 5>;1
1048;<8. 3. 1>;1
1049;<2. 3. 8>;0
1050;<5. 8. 2>;1
1051;<8. 3. 7>;1
1052;<9. 7. 9>;2
1053;<6. 9. 7>;0
1054;<9. 10. 1>;2
1055;<10. 4. 7>;2
1056;<10. 4. 4>;0
1057;<7. 9. 6>;2
1058;<9. 5. 8>;5
1059;<3. 6. 2>;1
1060;<3. 3. 3>;0
1061;<5. 4. 3>;0
1062;<2. 6. 2>;1
1063;<10. 9. 10>;4
1064;<9. 2. 5>;1
1065;<7. 3. 1>;1
1066;<1. 6. 4>;0
1067;<10. 1. 5>;1
1068;<4. 4. 9>;0
1069;<3. 8. 4>;0
1070;<4. 1. 3>;0
1071;<4. 7. 10>;3
1072;<2. 10. 7>;2
1073;<10. 2. 4>;0
1074;<8. 1. 6>;0
1075;<10. 3. 1>;0
1076;<8. 10. 6>;2
1077;<9. 7. 5>;0
1078;<9. 9. 10>;2
1079;<6. 4. 9>;1
1080;<8. 7. 8>;1
1081;<3. 8. 8>;0
1082;<4. 1. 4>;1
1083;<4. 1. 9>;0
1084;<6. 8. 9>;2
1085;<1. 8. 8>;1
1086;<1. 3. 8>;0
1087;<4. 6. 9>;3
1088;<6. 9. 10>;1
1089;<1. 10. 10>;1
1090;<3. 7. 9>;1
1091;<8. 2. 7>;1
1092;<3. 10. 7>;4
1093;<10. 8. 7>;2
1094;<4. 9. 10>;0
1095;<9. 10. 5>;0
1096;<8. 3. 6>;0
1097;<10. 3. 5>;2
1098;<9. 3. 9>;1
1099;<3. 8. 5>;0
1100;<1. 3. 2>;0
1101;<6. 2. 6>;0
1102;<7. 5. 4>;4
1103;<8. 7. 4>;0
1104;<5. 1. 9>;0
1105;<1. 3. 3>;1
1106;<2. 4. 9>;2
1107;<3. 2. 5>;0
1108;<7. 9. 5>;0
1109;<1. 7. 6>;2
1110;<3. 1. 9>;1
1111;<3. 5. 8>;0
1112;<10. 5. 9>;4
1113;<4. 8. 2>;2
1114;<7. 3. 5>;0
1115;<1. 6. 4>;1
1116;<5. 8. 8>;0
1117;<3. 8. 3>;1
1118;<3. 8. 6>;2
1119;<2. 3. 3>;0
1120;<10. 5. 6>;3
1121;<1. 5. 6>;0
1122;<6. 2. 10>;1
1123;<9. 8. 10>;4
1124;<5. 5. 6>;0
1125;<3. 8. 3>;0
1126;<4. 10. 4>;1
1127;<2. 3. 7>;1
1128;<7. 6. 9>;3
1129;<10. 10. 1>;4
1130;<4. 8. 1>;0
1131;<8. 7. 6>;2
1132;<2. 10. 2>;0
1133;<3. 5. 2>;1
1134;<1. 3. 2>;1
1135;<6. 6. 3>;2
1136;<10. 3. 9>;0
1137;<1. 10. 2>;1
1138;<4. 9. 9>;1
1139;<5. 4. 4>;0
1140;<4. 9. 9>;2
1141;<2. 4. 1>;0
1142;<3. 1. 6>;0
1143;<8. 5. 7>;2
1144;<10. 5. 1>;2
1145;<1. 3. 6>;0
1146;<5. 9. 10>;1
1147;<4. 9. 8>;4
1148;<5. 3. 6>;0
1149;<10. 10. 3>;1
1150;<8. 1. 5>;2
1151;<6. 8. 6>;0
1152;<7. 4. 5>;1
1153;<1. 10. 5>;4
1154;<9. 8. 7>;1
1155;<8. 3. 6>;1
1156;<5. 1. 9>;1
1157;<7. 8. 6>;1
1158;<1. 10. 5>;1
1159;<1. 9. 4>;3
1160;<1. 10. 2>;1
1161;<10. 7. 2>;1
1162;<10. 1. 8>;1
1163;<4. 1. 2>;0
1164;<2. 6. 5>;0
1165;<8. 5. 2>;2
1166;<4. 4. 2>;1
1167;<8. 6. 4>;0
1168;<9. 1. 2>;0
1169;<2. 7. 8>;3
1170;<7. 7. 1>;0
1171;<8. 10. 5>;1
1172;<10. 2. 6>;1
1173;<5. 10. 3>;1
1174;<7. 5. 4>;2
1175;<9. 4. 4>;3
1176;<1. 8. 10>;3
1177;<5. 2. 9>;2
1178;<8. 8. 5>;2
1179;<6. 1. 5>;0
1180;<9. 3. 6>;1
1181;<3. 4. 7>;1
1182;<3. 5. 5>;1
1183;<6. 9. 1>;0
1184;<7. 6. 6>;0
1185;<10. 4. 3>;1
1186;<4. 9. 2>;0
1187;<7. 10. 8>;1
1188;<5. 5. 3>;1
1189;<9. 1. 4>;0
1190;<2. 2. 4>;0
1191;<10. 10. 1>;2
1192;<6. 8. 1>;1
1193;<10. 1. 9>;1
1194;<8. 8. 3>;1
1195;<8. 5. 9>;3
1196;<5. 2. 3>;1
1197;<4. 4. 7>;1
1198;<2. 5. 5>;0
1199;<2. 9. 3>;1
1200;<4. 2. 7>;0
1201;<9. 7. 2>;1
1202;<5. 6. 10>;0
1203;<10. 5. 4>;1
1204;<4. 1. 6>;0
1205;<2. 1. 2>;0
1206;<9. 3. 3>;2
1207;<3. 3. 9>;0
1208;<8. 3. 2>;0
1209;<6. 7. 5>;2
1210;<5. 9. 3>;1
1211;<3. 1. 3>;0
1212;<8. 8. 2>;3
1213;<9. 1. 8>;4
1214;<6. 9. 10>;1
1215;<5. 6. 5>;1
1216;<2. 9. 2>;0
1217;<10. 3. 6>;2
1218;<9. 6. 9>;3
1219;<3. 3. 2>;1
1220;<2. 8. 2>;1
1221;<2. 6. 4>;0
1222;<6. 5. 4>;0
1223;<1. 7. 7>;0
1224;<6. 10. 3>;1
1225;<6. 4. 6>;1
1226;<10. 5. 10>;4
1227;<9. 9. 10>;2
1228;<2. 6. 7>;2
1229;<7. 2. 6>;1
1230;<1. 9. 6>;1
1231;<2. 7. 9>;1
1232;<2. 3. 1>;0
1233;<9. 10. 10>;2
1234;<4. 5. 2>;1
1235;<1. 4. 7>;0
1236;<10. 8. 7>;3
1237;<9. 6. 10>;1
1238;<9. 6. 2>;0
1239;<3. 7. 6>;0
1240;<10. 4. 2>;3
1241;<3. 4. 5>;1
1242;<9. 2. 7>;1
1243;<8. 5. 2>;0
1244;<2. 2. 4>;0
1245;<2. 8. 6>;1
1246;<3. 8. 8>;0
1247;<5. 10. 4>;1
1248;<10. 1. 7>;1
1249;<2. 1. 5>;0
1250;<4. 1. 7>;0
1251;<8. 5. 10>;0
1252;<2. 1. 9>;0
1253;<8. 10. 10>;2
1254;<7. 4. 5>;3
1255;<9. 7. 1>;0
1256;<7. 7. 4>;1
1257;<1. 6. 7>;0
1258;<2. 7. 7>;0
1259;<2. 6. 5>;0
1260;<4. 9. 5>;0
1261;<3. 7. 6>;2
1262;<8. 9. 1>;1
1263;<1. 5. 10>;1
1264;<2. 10. 7>;2
1265;<8. 2. 3>;0
1266;<10. 1. 10>;0
1267;<8. 4. 6>;2
1268;<4. 6. 8>;1
1269;<8. 10. 1>;2
1270;<7. 9. 8>;0
1271;<5. 10. 3>;0
1272;<6. 1. 7>;0
1273;<7. 6. 6>;1
1274;<1. 10. 10>;2
1275;<6. 8. 7>;4
1276;<6. 5. 10>;2
1277;<10. 4. 3>;1
1278;<3. 3. 6>;0
1279;<1. 4. 10>;0
1280;<3. 1. 9>;0
1281;<1. 6. 6>;0
1282;<7. 7. 8>;1
1283;<6. 1. 9>;0
1284;<2. 10. 1>;0
1285;<4. 5. 9>;0
1286;<7. 1. 10>;0
1287;<7. 3. 4>;0
1288;<10. 10. 7>;2
1289;<6. 5. 4>;0
1290;<3. 9. 10>;2
1291;<1. 9. 9>;2
1292;<7. 7. 7>;2
1293;<5. 2. 6>;3
1294;<6. 6. 9>;2
1295;<5. 5. 9>;1
1296;<2. 8. 2>;0
1297;<9. 8. 1>;1
1298;<7. 5. 9>;2
1299;<3. 1. 9>;0
1300;<3. 9. 9>;0
1301;<4. 4. 10>;0
1302;<9. 9. 4>;1
1303;<10. 10. 2>;3
1304;<8. 3. 3>;1
1305;<9. 2. 8>;0
1306;<1. 9. 4>;0
1307;<2. 6. 5>;0
1308;<9. 7. 7>;1
1309;<2. 7. 10>;2
1310;<7. 7. 8>;3
1311;<2. 9. 5>;1
1312;<8. 9. 1>;1
1313;<6. 1. 7>;0
1314;<2. 4. 10>;2
1315;<10. 8. 7>;1
1316;<9. 2. 10>;0
1317;<9. 9. 10>;0
1318;<6. 1. 8>;0
1319;<5. 6. 3>;0
1320;<1. 4. 2>;1
1321;<9. 8. 8>;4
1322;<5. 10. 7>;4
1323;<7. 10. 9>;1
1324;<7. 8. 5>;1
1325;<5. 9. 5>;1
1326;<4. 10. 4>;3
1327;<7. 7. 3>;2
1328;<5. 3. 8>;3
1329;<10. 4. 9>;3
1330;<2. 3. 9>;0
1331;<1. 6. 2>;0
1332;<2. 3. 5>;1
1333;<6. 7. 7>;0
1334;<6. 5. 4>;1
1335;<4. 4. 10>;2
1336;<7. 7. 3>;3
1337;<2. 4. 9>;0
1338;<6. 2. 8>;1
1339;<2. 9. 5>;0
1340;<9. 6. 9>;2
1341;<1. 5. 1>;0
1342;<1. 5. 10>;0
1343;<3. 2. 5>;1
1344;<9. 9. 7>;3
1345;<9. 1. 4>;1
1346;<7. 8. 7>;3
1347;<4. 5. 7>;2
1348;<4. 4. 7>;1
1349;<7. 5. 2>;0
1350;<5. 7. 5>;0
1351;<5. 8. 7>;4
1352;<4. 10. 7>;2
1353;<8. 7. 7>;2
1354;<3. 5. 7>;0
1355;<8. 3. 3>;1
1356;<6. 10. 3>;1
1357;<5. 6. 1>;1
1358;<10. 8. 5>;2
1359;<3. 1. 1>;0
1360;<7. 4. 1>;1
1361;<8. 4. 3>;2
1362;<10. 7. 4>;1
1363;<5. 9. 6>;0
1364;<10. 2. 6>;1
1365;<2. 1. 2>;0
1366;<5. 3. 10>;3
1367;<5. 7. 5>;0
1368;<6. 5. 4>;0
1369;<3. 7. 9>;2
1370;<6. 3. 9>;2
1371;<7. 7. 10>;1
1372;<5. 2. 1>;0
1373;<6. 9. 5>;3
1374;<6. 1. 6>;0
1375;<5. 7. 1>;1
1376;<9. 4. 4>;1
1377;<6. 9. 8>;1
1378;<5. 5. 4>;0
1379;<6. 5. 6>;0
1380;<5. 10. 3>;1
1381;<5. 1. 9>;1
1382;<3. 9. 5>;0
1383;<2. 8. 7>;0
1384;<10. 9. 8>;1
1385;<9. 5. 10>;1
1386;<5. 5. 3>;0
1387;<6. 1. 6>;0
1388;<3. 7. 2>;0
1389;<2. 2. 4>;0
1390;<4. 5. 7>;0
1391;<4. 4. 2>;0
1392;<8. 3. 10>;0
1393;<9. 9. 2>;4
1394;<4. 9. 8>;0
1395;<7. 9. 2>;1
1396;<3. 1. 9>;1
1397;<9. 5. 6>;2
1398;<7. 6. 3>;0
1399;<6. 4. 8>;1
1400;<4. 9. 7>;1
1401;<8. 3. 3>;2
1402;<5. 3. 9>;2
1403;<3. 10. 4>;0
1404;<7. 1. 3>;0
1405;<7. 9. 7>;2
1406;<4. 10. 6>;1
1407;<2. 10. 6>;2
1408;<9. 3. 5>;1
1409;<2. 10. 10>;0
1410;<4. 2. 1>;0
1411;<10. 8. 3>;1
1412;<2. 7. 3>;0
1413;<7. 3. 10>;1
1414;<1. 7. 2>;0
1415;<9. 6. 1>;0
1416;<5. 2. 7>;1
1417;<3. 7. 10>;1
1418;<10. 1. 8>;1
1419;<2. 1. 4>;0
1420;<2. 3. 3>;0
1421;<1. 4. 10>;0
1422;<10. 2. 5>;3
1423;<5. 4. 3>;1
1424;<2. 3. 5>;0
1425;<5. 7. 9>;2
1426;<8. 8. 4>;0
1427;<9. 10. 10>;4
1428;<10. 10. 8>;4
1429;<2. 6. 8>;3
1430;<6. 7. 7>;1
1431;<7. 10. 10>;2
1432;<3. 5. 10>;1
1433;<7. 1. 6>;0
1434;<2. 7. 9>;0
1435;<4. 4. 1>;0
1436;<1. 9. 1>;0
1437;<2. 9. 8>;2
1438;<7. 2. 6>;1
1439;<3. 2. 6>;0
1440;<2. 10. 7>;1
1441;<2. 5. 6>;0
1442;<9. 2. 1>;0
1443;<3. 5. 9>;2
1444;<7. 5. 6>;1
1445;<10. 1. 3>;2
1446;<7. 1. 10>;2
1447;<1. 5. 2>;0
1448;<5. 9. 7>;0
1449;<10. 1. 2>;0
1450;<1. 9. 5>;0
1451;<5. 10. 4>;1
1452;<1. 4. 8>;0
1453;<2. 6. 2>;0
1454;<10. 9. 5>;2
1455;<7. 7. 6>;1
1456;<10. 3. 1>;0
1457;<8. 4. 9>;3
1458;<3. 4. 2>;1
1459;<1. 10. 1>;1
1460;<7. 3. 5>;1
1461;<4. 1. 5>;0
1462;<5. 7. 4>;0
1463;<4. 5. 3>;0
1464;<4. 10. 2>;2
1465;<1. 5. 4>;0
1466;<3. 8. 5>;2
1467;<3. 8. 4>;0
1468;<9. 3. 4>;0
1469;<2. 3. 3>;0
1470;<3. 10. 5>;3
1471;<8. 9. 9>;1
1472;<2. 9. 8>;1
1473;<2. 10. 8>;3
1474;<5. 3. 1>;0
1475;<9. 10. 7>;4
1476;<5. 6. 2>;0
1477;<5. 5. 8>;1
1478;<1. 7. 4>;0
1479;<6. 8. 2>;2
1480;<9. 2. 4>;2
1481;<4. 6. 8>;4
1482;<8. 4. 4>;1
1483;<3. 3. 8>;0
1484;<8. 1. 3>;1
1485;<4. 4. 10>;2
1486;<2. 7. 1>;0
1487;<5. 8. 8>;0
1488;<10. 7. 5>;2
1489;<5. 6. 8>;2
1490;<1. 4. 5>;0
1491;<7. 8. 9>;4
1492;<3. 5. 7>;0
1493;<8. 5. 8>;2
1494;<2. 3. 4>;0
1495;<4. 4. 3>;0
1496;<9. 6. 1>;3
1497;<1. 1. 1>;0
1498;<10. 8. 1>;1
1499;<5. 5. 1>;1
1500;<2. 5. 9>;1
1501;<10. 7. 1>;1
1502;<2. 4. 6>;0
1503;<7. 2. 7>;0
1504;<2. 10. 3>;1
1505;<7. 3. 3>;1
1506;<1. 1. 3>;0
1507;<2. 6. 10>;2
1508;<3. 3. 9>;1
1509;<8. 8. 1>;1
1510;<2. 3. 6>;0
1511;<2. 5. 4>;1
1512;<4. 4. 9>;1
1513;<1. 4. 7>;0
1514;<3. 2. 6>;0
1515;<4. 4. 2>;0
1516;<8. 5. 4>;0
1517;<5. 3. 1>;0
1518;<9. 10. 5>;0
1519;<3. 9. 1>;1
1520;<10. 7. 5>;0
1521;<10. 4. 9>;2
1522;<10. 5. 8>;3
1523;<5. 8. 3>;2
1524;<7. 3. 9>;1
1525;<6. 7. 2>;1
1526;<7. 7. 1>;1
1527;<4. 4. 6>;1
1528;<10. 3. 4>;0
1529;<1. 10. 9>;3
1530;<9. 6. 3>;2
1531;<1. 2. 9>;0
1532;<10. 3. 2>;2
1533;<4. 9. 5>;2
1534;<7. 2. 1>;0
1535;<8. 3. 6>;0
1536;<1. 5. 3>;0
1537;<8. 8. 3>;1
1538;<8. 9. 7>;0
1539;<10. 9. 2>;5
1540;<10. 6. 3>;0
1541;<4. 3. 4>;2
1542;<5. 8. 5>;2
1543;<5. 10. 6>;3
1544;<7. 2. 10>;0
1545;<2. 1. 3>;0
1546;<6. 4. 10>;4
1547;<2. 7. 5>;0
1548;<7. 7. 6>;2
1549;<2. 4. 7>;1
1550;<8. 2. 2>;1
1551;<6. 7. 10>;3
1552;<5. 5. 1>;0
1553;<4. 8. 5>;1
1554;<10. 3. 8>;3
1555;<6. 4. 10>;2
1556;<10. 6. 8>;0
1557;<9. 7. 9>;1
1558;<5. 7. 5>;1
1559;<4. 3. 1>;0
1560;<2. 1. 8>;1
1561;<3. 8. 3>;1
1562;<7. 10. 8>;2
1563;<7. 6. 9>;2
1564;<3. 7. 8>;2
1565;<6. 1. 2>;1
1566;<10. 2. 7>;2
1567;<4. 4. 3>;1
1568;<6. 10. 1>;1
1569;<1. 6. 9>;1
1570;<9. 7. 2>;1
1571;<4. 3. 9>;0
1572;<4. 6. 9>;3
1573;<2. 1. 6>;0
1574;<7. 8. 3>;0
1575;<7. 1. 5>;0
1576;<7. 2. 6>;0
1577;<10. 1. 3>;0
1578;<6. 7. 8>;4
1579;<6. 6. 2>;0
1580;<6. 4. 2>;0
1581;<9. 10. 9>;1
1582;<8. 1. 1>;0
1583;<5. 8. 2>;1
1584;<7. 5. 6>;2
1585;<7. 1. 10>;3
1586;<7. 9. 5>;3
1587;<6. 2. 4>;0
1588;<7. 10. 7>;3
1589;<6. 4. 9>;0
1590;<10. 1. 10>;0
1591;<9. 8. 1>;2
1592;<4. 3. 9>;0
1593;<2. 3. 5>;0
1594;<6. 7. 5>;1
1595;<1. 4. 3>;1
1596;<3. 7. 1>;0
1597;<1. 10. 1>;0
1598;<8. 5. 6>;0
1599;<1. 6. 7>;0
1600;<9. 7. 5>;1
1601;<7. 5. 2>;1
1602;<8. 5. 3>;0
1603;<9. 8. 7>;2
1604;<2. 4. 1>;0
1605;<4. 7. 9>;0
1606;<1. 5. 9>;0
1607;<2. 4. 8>;0
1608;<9. 9. 6>;2
1609;<1. 2. 3>;0
1610;<9. 5. 2>;1
1611;<4. 8. 1>;0
1612;<10. 3. 5>;1
1613;<8. 3. 6>;1
1614;<3. 7. 4>;0
1615;<10. 6. 6>;3
1616;<2. 5. 4>;0
1617;<9. 9. 7>;2
1618;<3. 7. 1>;0
1619;<2. 8. 10>;3
1620;<7. 9. 8>;1
1621;<8. 2. 6>;1
1622;<8. 7. 2>;0
1623;<10. 6. 9>;2
1624;<8. 5. 10>;2
1625;<1. 10. 7>;0
1626;<6. 6. 9>;2
1627;<1. 8. 2>;1
1628;<3. 10. 6>;1
1629;<7. 6. 5>;3
1630;<7. 6. 3>;1
1631;<10. 10. 6>;3
1632;<8. 8. 2>;1
1633;<1. 2. 6>;0
1634;<10. 4. 5>;2
1635;<2. 10. 9>;1
1636;<10. 10. 9>;5
1637;<9. 4. 4>;2
1638;<4. 7. 5>;3
1639;<6. 2. 10>;1
1640;<8. 3. 7>;3
1641;<2. 7. 8>;1
1642;<1. 1. 3>;0
1643;<4. 5. 5>;0
1644;<9. 10. 4>;1
1645;<1. 8. 2>;0
1646;<10. 7. 5>;3
1647;<1. 8. 9>;0
1648;<9. 2. 7>;0
1649;<8. 5. 6>;1
1650;<4. 2. 8>;1
1651;<8. 1. 7>;1
1652;<2. 6. 10>;0
1653;<6. 6. 9>;0
1654;<3. 10. 5>;5
1655;<7. 1. 1>;0
1656;<2. 1. 6>;1
1657;<10. 7. 8>;0
1658;<6. 10. 9>;2
1659;<2. 2. 7>;0
1660;<5. 9. 2>;1
1661;<6. 3. 7>;0
1662;<3. 8. 8>;3
1663;<2. 3. 9>;1
1664;<9. 9. 2>;2
1665;<8. 6. 7>;0
1666;<7. 2. 4>;1
1667;<5. 10. 4>;1
1668;<7. 4. 10>;4
1669;<5. 6. 7>;5
1670;<2. 1. 4>;0
1671;<1. 5. 1>;0
1672;<9. 8. 8>;2
1673;<3. 7. 4>;0
1674;<7. 7. 8>;2
1675;<10. 10. 2>;2
1676;<9. 10. 2>;1
1677;<8. 10. 1>;2
1678;<4. 1. 6>;0
1679;<8. 4. 7>;1
1680;<9. 6. 5>;3
1681;<8. 2. 5>;0
1682;<8. 8. 6>;0
1683;<10. 7. 3>;1
1684;<7. 6. 5>;2
1685;<4. 6. 6>;1
1686;<10. 1. 4>;0
1687;<6. 1. 10>;3
1688;<10. 2. 7>;2
1689;<7. 1. 1>;0
1690;<2. 1. 9>;0
1691;<6. 10. 7>;0
1692;<5. 6. 6>;1
1693;<4. 9. 3>;2
1694;<1. 3. 6>;0
1695;<1. 1. 7>;0
1696;<3. 1. 8>;0
1697;<6. 6. 5>;2
1698;<2. 7. 8>;0
1699;<7. 2. 6>;0
1700;<5. 10. 4>;1
1701;<9. 5. 1>;3
1702;<8. 1. 7>;2
1703;<5. 10. 8>;0
1704;<9. 3. 10>;2
1705;<6. 2. 10>;0
1706;<2. 8. 1>;0
1707;<1. 10. 2>;0
1708;<10. 7. 7>;2
1709;<3. 1. 8>;1
1710;<10. 8. 5>;2
1711;<3. 7. 4>;1
1712;<3. 9. 4>;0
1713;<5. 3. 10>;2
1714;<7. 3. 6>;0
1715;<3. 7. 7>;1
1716;<10. 4. 4>;3
1717;<2. 5. 9>;1
1718;<5. 6. 5>;3
1719;<4. 9. 3>;1
1720;<3. 7. 4>;0
1721;<10. 7. 7>;2
1722;<9. 8. 4>;1
1723;<2. 2. 3>;0
1724;<5. 1. 10>;2
1725;<8. 5. 6>;1
1726;<9. 9. 5>;1
1727;<1. 10. 8>;3
1728;<5. 2. 9>;2
1729;<6. 7. 8>;4
1730;<4. 8. 9>;3
1731;<4. 9. 6>;1
1732;<1. 3. 6>;1
1733;<4. 7. 4>;0
1734;<2. 7. 4>;0
1735;<3. 10. 6>;2
1736;<3. 3. 4>;0
1737;<5. 3. 2>;1
1738;<1. 6. 5>;0
1739;<3. 3. 8>;1
1740;<3. 1. 5>;0
1741;<5. 10. 6>;3
1742;<5. 2. 6>;0
1743;<5. 2. 3>;0
1744;<1. 6. 7>;0
1745;<2. 8. 9>;0
1746;<6. 9. 7>;3
1747;<1. 3. 3>;0
1748;<9. 2. 3>;0
1749;<4. 9. 10>;0
1750;<5. 8. 7>;0
1751;<3. 6. 9>;1
1752;<4. 5. 3>;0
1753;<6. 6. 1>;1
1754;<1. 8. 10>;2
1755;<5. 7. 1>;0
1756;<7. 5. 1>;0
1757;<5. 8. 3>;1
1758;<2. 6. 7>;1
1759;<9. 10. 9>;1
1760;<8. 3. 3>;1
1761;<2. 10. 1>;1
1762;<10. 7. 9>;1
1763;<1. 4. 1>;0
1764;<6. 3. 4>;0
1765;<6. 10. 5>;1
1766;<7. 7. 10>;1
1767;<3. 1. 6>;1
1768;<9. 3. 8>;1
1769;<7. 8. 1>;2
1770;<7. 4. 7>;0
1771;<8. 1. 8>;2
1772;<3. 9. 2>;0
1773;<8. 8. 7>;2
1774;<9. 10. 4>;3
1775;<7. 9. 4>;1
1776;<2. 10. 10>;2
1777;<10. 9. 3>;2
1778;<7. 1. 9>;3
1779;<2. 5. 7>;0
1780;<10. 9. 1>;0
1781;<9. 8. 1>;1
1782;<1. 2. 9>;0
1783;<9. 6. 4>;3
1784;<6. 3. 10>;0
1785;<1. 2. 1>;0
1786;<3. 8. 9>;0
1787;<3. 9. 8>;1
1788;<3. 7. 3>;0
1789;<6. 2. 2>;0
1790;<10. 9. 9>;4
1791;<9. 6. 4>;4
1792;<5. 2. 7>;1
1793;<6. 9. 1>;1
1794;<6. 8. 4>;0
1795;<10. 10. 10>;2
1796;<2. 9. 4>;2
1797;<1. 5. 2>;0
1798;<10. 9. 6>;1
1799;<8. 10. 2>;2
1800;<3. 7. 5>;1
1801;<10. 7. 2>;0
1802;<3. 3. 1>;0
1803;<1. 5. 8>;1
1804;<10. 3. 5>;3
1805;<8. 7. 5>;1
1806;<2. 4. 10>;0
1807;<8. 2. 6>;2
1808;<3. 8. 3>;0
1809;<5. 8. 7>;1
1810;<6. 7. 2>;0
1811;<2. 9. 6>;1
1812;<1. 9. 7>;2
1813;<10. 3. 10>;0
1814;<6. 4. 7>;1
1815;<5. 4. 4>;0
1816;<10. 7. 6>;3
1817;<9. 10. 6>;2
1818;<5. 3. 8>;1
1819;<6. 9. 8>;2
1820;<6. 3. 7>;0
1821;<6. 5. 6>;2
1822;<4. 2. 10>;0
1823;<1. 7. 6>;1
1824;<8. 8. 8>;2
1825;<8. 9. 8>;1
1826;<9. 2. 8>;1
1827;<8. 8. 8>;0
1828;<6. 1. 3>;0
1829;<7. 9. 9>;2
1830;<4. 3. 5>;1
1831;<6. 9. 1>;0
1832;<1. 1. 3>;0
1833;<9. 5. 8>;2
1834;<4. 10. 9>;2
1835;<5. 3. 6>;1
1836;<3. 2. 10>;0
1837;<8. 6. 6>;3
1838;<8. 7. 7>;1
1839;<9. 2. 2>;0
1840;<8. 8. 8>;0
1841;<4. 9. 8>;2
1842;<5. 4. 4>;2
1843;<7. 9. 3>;0
1844;<10. 8. 8>;1
1845;<9. 9. 4>;1
1846;<9. 9. 8>;3
1847;<9. 9. 6>;2
1848;<9. 5. 6>;0
1849;<1. 1. 7>;0
1850;<6. 10. 8>;2
1851;<1. 5. 8>;0
1852;<10. 2. 4>;0
1853;<4. 9. 7>;1
1854;<8. 2. 10>;2
1855;<9. 8. 7>;2
1856;<1. 8. 9>;1
1857;<9. 3. 5>;0
1858;<1. 2. 9>;0
1859;<4. 8. 5>;1
1860;<5. 8. 3>;1
1861;<2. 8. 7>;3
1862;<9. 6. 8>;1
1863;<6. 8. 7>;0
1864;<10. 5. 4>;0
1865;<6. 3. 9>;1
1866;<5. 2. 9>;0
1867;<3. 7. 7>;0
1868;<1. 7. 10>;3
1869;<3. 4. 1>;0
1870;<4. 10. 1>;1
1871;<6. 8. 3>;2
1872;<9. 8. 7>;1
1873;<6. 10. 1>;1
1874;<9. 9. 8>;2
1875;<8. 6. 10>;1
1876;<9. 7. 3>;2
1877;<7. 4. 9>;1
1878;<1. 1. 10>;0
1879;<10. 6. 3>;3
1880;<2. 7. 3>;0
1881;<3. 8. 5>;3
1882;<5. 9. 6>;2
1883;<6. 1. 3>;2
1884;<1. 1. 1>;0
1885;<8. 7. 2>;0
1886;<3. 5. 3>;1
1887;<8. 8. 6>;1
1888;<7. 10. 5>;3
1889;<8. 5. 7>;0
1890;<3. 5. 6>;1
1891;<6. 1. 8>;2
1892;<4. 6. 4>;1
1893;<7. 7. 6>;3
1894;<10. 7. 2>;1
1895;<4. 10. 5>;1
1896;<10. 7. 9>;2
1897;<10. 4. 7>;2
1898;<8. 10. 9>;2
1899;<5. 7. 5>;0
1900;<6. 9. 4>;3
1901;<1. 8. 6>;1
1902;<4. 5. 8>;0
1903;<10. 6. 7>;3
1904;<1. 4. 8>;0
1905;<5. 4. 4>;0
1906;<2. 4. 2>;0
1907;<2. 7. 4>;1
1908;<3. 8. 4>;0
1909;<4. 8. 3>;3
1910;<2. 5. 5>;0
1911;<3. 6. 1>;0
1912;<8. 4. 8>;1
1913;<6. 1. 7>;0
1914;<6. 9. 9>;2
1915;<3. 10. 8>;0
1916;<3. 4. 1>;0
1917;<5. 6. 7>;1
1918;<4. 8. 7>;0
1919;<7. 3. 6>;2
1920;<5. 1. 10>;1
1921;<8. 6. 2>;0
1922;<4. 2. 7>;1
1923;<2. 2. 4>;0
1924;<1. 6. 4>;1
1925;<5. 7. 10>;1
1926;<3. 5. 3>;1
1927;<1. 9. 9>;1
1928;<10. 7. 5>;0
1929;<1. 9. 7>;0
